44,6	22,6	45,6	46,6	28,6	6,6	1,6	7,6	12,6	35,6	
39,6	46,6	34,6	28,6	6,6	1,6	7,6	12,6	35,6	17,6	
18,6	28,6	6,6	1,6	7,6	12,6	35,6	17,6	26,6	11,6	
5,6	40,6	16,6	1,6	7,6	12,6	35,6	17,6	26,6	11,6	
1,6	15,6	9,6	7,6	12,6	35,6	17,6	26,6	11,6	3,6	
21,6	29,6	7,6	12,6	35,6	17,6	26,6	11,6	3,6	37,6	
33,6	12,6	19,6	35,6	17,6	26,6	11,6	3,6	37,6	38,6	
48,6	4,6	31,6	35,6	17,6	26,6	11,6	3,6	37,6	38,6	
41,6	2,6	35,6	17,6	26,6	11,6	3,6	37,6	38,6	27,6	
0,6	49,6	17,6	26,6	11,6	3,6	37,6	38,6	27,6	30,6	
